teloss,teacc,epoch,num_neurons,learning_rate
0.4870088704072746,82.47,1.0,2048.0,0.01
0.47658283951555847,83.69,2.0,2048.0,0.01
0.5294898620266824,82.50999999999999,3.0,2048.0,0.01
0.42686870978896024,85.07000000000001,4.0,2048.0,0.01
0.44123728725181266,84.97,5.0,2048.0,0.01
0.47616957896833967,84.17999999999999,6.0,2048.0,0.01
0.4904449057237358,84.15,7.0,2048.0,0.01
0.4417703820831457,84.57000000000001,8.0,2048.0,0.01
0.4445771420267737,84.49,9.0,2048.0,0.01
0.4312248860195184,85.11,10.0,2048.0,0.01
0.4337333129469756,85.3,11.0,2048.0,0.01
0.4335804931866895,85.37,12.0,2048.0,0.01
0.4557966806326702,84.72,13.0,2048.0,0.01
0.4521278551999171,85.15,14.0,2048.0,0.01
0.44906514038325873,85.14,15.0,2048.0,0.01
0.4249498603070617,85.33,16.0,2048.0,0.01
0.4354323932699337,85.00999999999999,17.0,2048.0,0.01
0.4702813343447485,84.67,18.0,2048.0,0.01
0.43339338243766956,85.33,19.0,2048.0,0.01
0.466231231856498,84.23,20.0,2048.0,0.01
