teloss,teacc,epoch,num_neurons,learning_rate
0.47402214472460896,82.99,1.0,512.0,0.01
0.4547474584571875,84.08,2.0,512.0,0.01
0.44644762385802667,84.2,3.0,512.0,0.01
0.49059815334666307,82.77,4.0,512.0,0.01
0.44119383157438535,84.17999999999999,5.0,512.0,0.01
0.4253148875988213,85.42999999999999,6.0,512.0,0.01
0.4707032554088884,84.15,7.0,512.0,0.01
0.4060758300078143,85.78,8.0,512.0,0.01
0.4421711475796001,84.53,9.0,512.0,0.01
0.44078571306672065,84.61999999999999,10.0,512.0,0.01
0.4564093542136964,85.14,11.0,512.0,0.01
0.4036613522441524,86.26,12.0,512.0,0.01
0.48865327523772123,83.58,13.0,512.0,0.01
0.4405782337591147,85.32,14.0,512.0,0.01
0.42383770198579046,86.17,15.0,512.0,0.01
0.4231372839136488,85.49,16.0,512.0,0.01
0.43851760428422576,85.08,17.0,512.0,0.01
0.40631682762674465,86.08,18.0,512.0,0.01
0.4384178164278626,85.22999999999999,19.0,512.0,0.01
0.44136247503909337,84.97,20.0,512.0,0.01
