teloss,teacc,epoch,num_neurons,learning_rate
0.4117186433000929,85.56,1.0,1024.0,0.001
0.38262293169832534,85.92999999999999,2.0,1024.0,0.001
0.3526613197413979,87.48,3.0,1024.0,0.001
0.35841522674272014,86.97,4.0,1024.0,0.001
0.3436881816785806,88.17,5.0,1024.0,0.001
0.3401552453921859,88.02,6.0,1024.0,0.001
0.35057535402144596,87.71,7.0,1024.0,0.001
0.3352792625594291,88.33,8.0,1024.0,0.001
0.34786184222265415,88.51,9.0,1024.0,0.001
0.3308057592837674,89.13,10.0,1024.0,0.001
0.3242581635713577,89.28,11.0,1024.0,0.001
0.3703030313655829,88.5,12.0,1024.0,0.001
0.36202237204571436,88.71,13.0,1024.0,0.001
0.3369613532095578,89.68,14.0,1024.0,0.001
0.3562723319906338,89.24,15.0,1024.0,0.001
0.3710702583905618,89.08,16.0,1024.0,0.001
0.39007514487406253,88.99000000000001,17.0,1024.0,0.001
0.3740743532492097,89.02,18.0,1024.0,0.001
0.43181773773424187,88.48,19.0,1024.0,0.001
0.4056014520394954,89.49000000000001,20.0,1024.0,0.001
