teloss,teacc,epoch,num_neurons,learning_rate
0.45538333713249035,83.87,1.0,1024.0,0.0001
0.4087343475051746,85.34,2.0,1024.0,0.0001
0.3690726309065606,87.01,3.0,1024.0,0.0001
0.3681814277627666,86.78,4.0,1024.0,0.0001
0.3683304372866442,86.6,5.0,1024.0,0.0001
0.3410829502116343,87.78,6.0,1024.0,0.0001
0.3298603353701579,87.92,7.0,1024.0,0.0001
0.3433981467584136,87.64,8.0,1024.0,0.0001
0.3260240075504704,88.57000000000001,9.0,1024.0,0.0001
0.3181800300813025,88.77000000000001,10.0,1024.0,0.0001
0.3170140854966868,88.88000000000001,11.0,1024.0,0.0001
0.31281172965837134,88.84,12.0,1024.0,0.0001
0.3160065401606499,89.22,13.0,1024.0,0.0001
0.31015914569424974,89.0,14.0,1024.0,0.0001
0.3140557042210345,89.31,15.0,1024.0,0.0001
0.32707281624245793,89.12,16.0,1024.0,0.0001
0.3257449143536531,88.97,17.0,1024.0,0.0001
0.3180427301176794,89.25999999999999,18.0,1024.0,0.0001
0.33369634438092544,89.01,19.0,1024.0,0.0001
0.33045123636153095,89.2,20.0,1024.0,0.0001
