teloss,teacc,epoch,num_neurons,learning_rate
0.7305406396556052,74.52,1.0,1024.0,1e-05
0.59312878140978,79.0,2.0,1024.0,1e-05
0.5437928880475889,81.22,3.0,1024.0,1e-05
0.5100310013932028,82.26,4.0,1024.0,1e-05
0.4885360103124266,82.89,5.0,1024.0,1e-05
0.47669199792442807,83.02000000000001,6.0,1024.0,1e-05
0.4609067228379523,83.89999999999999,7.0,1024.0,1e-05
0.4503073792928343,84.0,8.0,1024.0,1e-05
0.4457837783606948,84.11,9.0,1024.0,1e-05
0.4343005124550716,84.68,10.0,1024.0,1e-05
0.4323862956208029,84.59,11.0,1024.0,1e-05
0.4306147546525214,84.66,12.0,1024.0,1e-05
0.41800662628404656,85.00999999999999,13.0,1024.0,1e-05
0.4163200275343695,85.1,14.0,1024.0,1e-05
0.409430527952826,85.28,15.0,1024.0,1e-05
0.40628191449080303,85.65,16.0,1024.0,1e-05
0.40190304018509615,85.61,17.0,1024.0,1e-05
0.3972782193665292,85.86,18.0,1024.0,1e-05
0.39718315574773555,85.94000000000001,19.0,1024.0,1e-05
0.3933466974717037,85.97,20.0,1024.0,1e-05
